College Code,College Name,Choice Code,Course Name,District,College Type,GOPEN-I-r,GOPEN-I-p,GOPEN-II-r,GOPEN-II-p,GOPEN-MI-r,GOPEN-MI-p,GOPEN-I-Non-PWD-DEF-r,GOPEN-I-Non-PWD-DEF-p,GOPEN-VII-r,GOPEN-VII-p,GSC-I-r,GSC-I-p,GSC-II-r,GSC-II-p,GSC-MI-r,GSC-MI-p,GSC-I-Non-PWD-DEF-r,GSC-I-Non-PWD-DEF-p,GSC-VII-r,GSC-VII-p,GST-I-r,GST-I-p,GST-II-r,GST-II-p,GST-MI-r,GST-MI-p,GST-I-Non-PWD-DEF-r,GST-I-Non-PWD-DEF-p,GST-VII-r,GST-VII-p,GNTA-I-r,GNTA-I-p,GNTA-II-r,GNTA-II-p,GNTA-MI-r,GNTA-MI-p,GNTA-I-Non-PWD-DEF-r,GNTA-I-Non-PWD-DEF-p,GNTA-VII-r,GNTA-VII-p,GNTB-I-r,GNTB-I-p,GNTB-II-r,GNTB-II-p,GNTB-MI-r,GNTB-MI-p,GNTB-I-Non-PWD-DEF-r,GNTB-I-Non-PWD-DEF-p,GNTB-VII-r,GNTB-VII-p,GNTC-I-r,GNTC-I-p,GNTC-II-r,GNTC-II-p,GNTC-MI-r,GNTC-MI-p,GNTC-I-Non-PWD-DEF-r,GNTC-I-Non-PWD-DEF-p,GNTC-VII-r,GNTC-VII-p,GNTD-I-r,GNTD-I-p,GNTD-II-r,GNTD-II-p,GNTD-MI-r,GNTD-MI-p,GNTD-I-Non-PWD-DEF-r,GNTD-I-Non-PWD-DEF-p,GNTD-VII-r,GNTD-VII-p,GOBC-I-r,GOBC-I-p,GOBC-II-r,GOBC-II-p,GOBC-MI-r,GOBC-MI-p,GOBC-I-Non-PWD-DEF-r,GOBC-I-Non-PWD-DEF-p,GOBC-VII-r,GOBC-VII-p,LOPEN-I-r,LOPEN-I-p,LOPEN-II-r,LOPEN-II-p,LOPEN-MI-r,LOPEN-MI-p,LOPEN-I-Non-PWD-DEF-r,LOPEN-I-Non-PWD-DEF-p,LOPEN-VII-r,LOPEN-VII-p,LSC-I-r,LSC-I-p,LSC-II-r,LSC-II-p,LSC-MI-r,LSC-MI-p,LSC-I-Non-PWD-DEF-r,LSC-I-Non-PWD-DEF-p,LSC-VII-r,LSC-VII-p,LST-I-r,LST-I-p,LST-II-r,LST-II-p,LST-MI-r,LST-MI-p,LST-I-Non-PWD-DEF-r,LST-I-Non-PWD-DEF-p,LST-VII-r,LST-VII-p,LNTA-I-r,LNTA-I-p,LNTA-II-r,LNTA-II-p,LNTA-MI-r,LNTA-MI-p,LNTA-I-Non-PWD-DEF-r,LNTA-I-Non-PWD-DEF-p,LNTA-VII-r,LNTA-VII-p,LNTB-I-r,LNTB-I-p,LNTB-II-r,LNTB-II-p,LNTB-MI-r,LNTB-MI-p,LNTB-I-Non-PWD-DEF-r,LNTB-I-Non-PWD-DEF-p,LNTB-VII-r,LNTB-VII-p,LNTC-I-r,LNTC-I-p,LNTC-II-r,LNTC-II-p,LNTC-MI-r,LNTC-MI-p,LNTC-I-Non-PWD-DEF-r,LNTC-I-Non-PWD-DEF-p,LNTC-VII-r,LNTC-VII-p,LNTD-I-r,LNTD-I-p,LNTD-II-r,LNTD-II-p,LNTD-MI-r,LNTD-MI-p,LNTD-I-Non-PWD-DEF-r,LNTD-I-Non-PWD-DEF-p,LNTD-VII-r,LNTD-VII-p,LOBC-I-r,LOBC-I-p,LOBC-II-r,LOBC-II-p,LOBC-MI-r,LOBC-MI-p,LOBC-I-Non-PWD-DEF-r,LOBC-I-Non-PWD-DEF-p,LOBC-VII-r,LOBC-VII-p,DEF-O-I-r,DEF-O-I-p,DEF-O-II-r,DEF-O-II-p,DEF-O-MI-r,DEF-O-MI-p,DEF-O-I-Non-PWD-DEF-r,DEF-O-I-Non-PWD-DEF-p,DEF-O-VII-r,DEF-O-VII-p,EWS-I-r,EWS-I-p,EWS-II-r,EWS-II-p,EWS-MI-r,EWS-MI-p,EWS-I-Non-PWD-DEF-r,EWS-I-Non-PWD-DEF-p,EWS-VII-r,EWS-VII-p,PWD-O-I-r,PWD-O-I-p,PWD-O-II-r,PWD-O-II-p,PWD-O-MI-r,PWD-O-MI-p,PWD-O-I-Non-PWD-DEF-r,PWD-O-I-Non-PWD-DEF-p,PWD-O-VII-r,PWD-O-VII-p,MI-I-r,MI-I-p,MI-II-r,MI-II-p,MI-MI-r,MI-MI-p,MI-I-Non-PWD-DEF-r,MI-I-Non-PWD-DEF-p,MI-VII-r,MI-VII-p,PWDR-SC-I-r,PWDR-SC-I-p,PWDR-SC-II-r,PWDR-SC-II-p,PWDR-SC-MI-r,PWDR-SC-MI-p,PWDR-SC-I-Non-PWD-DEF-r,PWDR-SC-I-Non-PWD-DEF-p,PWDR-SC-VII-r,PWDR-SC-VII-p,PWDR-OBC-I-r,PWDR-OBC-I-p,PWDR-OBC-II-r,PWDR-OBC-II-p,PWDR-OBC-MI-r,PWDR-OBC-MI-p,PWDR-OBC-I-Non-PWD-DEF-r,PWDR-OBC-I-Non-PWD-DEF-p,PWDR-OBC-VII-r,PWDR-OBC-VII-p,DEFR-OBC-I-r,DEFR-OBC-I-p,DEFR-OBC-II-r,DEFR-OBC-II-p,DEFR-OBC-MI-r,DEFR-OBC-MI-p,DEFR-OBC-I-Non-PWD-DEF-r,DEFR-OBC-I-Non-PWD-DEF-p,DEFR-OBC-VII-r,DEFR-OBC-VII-p,MI-MH-I-r,MI-MH-I-p,MI-MH-II-r,MI-MH-II-p,MI-MH-MI-r,MI-MH-MI-p,MI-MH-I-Non-PWD-DEF-r,MI-MH-I-Non-PWD-DEF-p,MI-MH-VII-r,MI-MH-VII-p,ORP-I-r,ORP-I-p,ORP-II-r,ORP-II-p,ORP-MI-r,ORP-MI-p,ORP-I-Non-PWD-DEF-r,ORP-I-Non-PWD-DEF-p,ORP-VII-r,ORP-VII-p,PWD-OBC-I-r,PWD-OBC-I-p,PWD-OBC-II-r,PWD-OBC-II-p,PWD-OBC-MI-r,PWD-OBC-MI-p,PWD-OBC-I-Non-PWD-DEF-r,PWD-OBC-I-Non-PWD-DEF-p,PWD-OBC-VII-r,PWD-OBC-VII-p,DEF-OBC-I-r,DEF-OBC-I-p,DEF-OBC-II-r,DEF-OBC-II-p,DEF-OBC-MI-r,DEF-OBC-MI-p,DEF-OBC-I-Non-PWD-DEF-r,DEF-OBC-I-Non-PWD-DEF-p,DEF-OBC-VII-r,DEF-OBC-VII-p
6182,"6182 Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon) (Un-Aided)",618219110,Civil Engineering,Pune,Un-Aided,33064,69.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35543,67.74,,,,,,,,,38708,65,37429,66.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33673,68.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6182,"6182 Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon) (Un-Aided)",618224510,Computer Engineering,Pune,Un-Aided,4196,86.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3916,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4582,85.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6182,"6182 Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon) (Un-Aided)",618224610,Information Technology,Pune,Un-Aided,4959,85.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5388,84.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6182,"6182 Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon) (Un-Aided)",618237210,Electronics and Telecommunication Engg,Pune,Un-Aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9593,81.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10514,80.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6182,"6182 Sinhgad Technical Education Society, Sinhgad Institute of Technology and Science, Narhe (Ambegaon) (Un-Aided)",618261210,Mechanical Engineering,Pune,Un-Aided,41572,60.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25852,72.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6183,"6183 Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima (Un-Aided Religious Minority - Muslim)",618324510,Computer Engineering,,,13859,78.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13944,78.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12470,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6183,"6183 Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima (Un-Aided Religious Minority - Muslim)",618337210,Electronics and Telecommunication Engg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39889,63.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11172,80.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6183,"6183 Al-Ameen Educational and Medical Foundation, College of Engineering, Koregaon, Bhima (Un-Aided Religious Minority - Muslim)",618361210,Mechanical Engineering,,,19506,75.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22238,74.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26949,72.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,"6184 K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli (Un-Aided)",618419110,Civil Engineering,Pune,Un-Aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36545,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29556,71.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,"6184 K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli (Un-Aided)",618424610,Information Technology,Pune,Un-Aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5419,84.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7779,82.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,"6184 K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli (Un-Aided)",618429310,Electrical Engineering,Pune,Un-Aided,15672,77.72,,,,,,,,,16239,77.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15506,77.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,"6184 K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli (Un-Aided)",618437210,Electronics and Telecommunication Engg,Pune,Un-Aided,13170,79.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13882,78.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13746,78.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6184,"6184 K. J.'s Educational Institut Trinity College of Engineering and Research, Pisoli, Haveli (Un-Aided)",618461210,Mechanical Engineering,Pune,Un-Aided,41500,60.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6185,"6185 Sinhagad Institute of Technology, Lonavala (Un-Aided)",618524510,Computer Engineering,Pune,Un-Aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12567,79.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6185,"6185 Sinhagad Institute of Technology, Lonavala (Un-Aided)",618529310,Electrical Engineering,Pune,Un-Aided,13948,78.71,,,,,,,,,,,,,,,,,,,,,,,,,,,15288,77.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17979,76.56,,,,,,,,,10106,81.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15076,78.06,,,,,,,,,,,,,,,15188,78,,,,,,,,,,,,,,,,,,,14835,78.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6185,"6185 Sinhagad Institute of Technology, Lonavala (Un-Aided)",618537210,Electronics and Telecommunication Engg,Pune,Un-Aided,9202,81.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6185,"6185 Sinhagad Institute of Technology, Lonavala (Un-Aided)",618561210,Mechanical Engineering,Pune,Un-Aided,42290,58.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6187,"6187 Sinhgad Academy of Engineering, Kondhwa (BK)   Kondhwa-Saswad Road, Pune (Un-Aided)",618719110,Civil Engineering,Pune,Un-Aided,25405,73.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17031,77.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6187,"6187 Sinhgad Academy of Engineering, Kondhwa (BK)   Kondhwa-Saswad Road, Pune (Un-Aided)",618724510,Computer Engineering,Pune,Un-Aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3228,87.26,,,2989,87.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6187,"6187 Sinhgad Academy of Engineering, Kondhwa (BK)    Kondhwa-Saswad Road, Pune (Un-Aided)",618737210,Electronics and Telecommunication Engg,Pune,Un-Aided,11507,80.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12120,79.83,,,12278,79.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6187,"6187 Sinhgad Academy of Engineering, Kondhwa (BK)    Kondhwa-Saswad Road, Pune (Un-Aided)",618761210,Mechanical Engineering,Pune,Un-Aided,24875,73.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33908,68.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6203,"6203 Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune (Un-Aided)",620319110,Civil Engineering,Pune,Un-Aided,40123,63.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39005,64.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6203,"6203 Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune (Un-Aided)",620324510,Computer Engineering,Pune,Un-Aided,4224,86.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5414,84.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5407,84.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6203,"6203 Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune (Un-Aided)",620361210,Mechanical Engineering,Pune,Un-Aided,33776,68.88,,,,,,,,,41317,61.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41828,60,,,,,,,,,,,,,,,,,,,33980,68.76,,,,,,,,,25599,73.06,37634,66.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31687,70.1,,,,,,,,,,,,,,,38533,65.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6203,"6203 Marathwada Mitra Mandal's Institute of Technology, Lohgaon, Pune (Un-Aided)",620362410,Mechatronics Engineering,Pune,Un-Aided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12072,79.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6206,"6206 Pune District Education  Association's College of Engineering, Pune (Un-Aided)",620624510,Computer Engineering,Pune,Un-Aided,4049,86.25,,,,,,,,,7879,82.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9425,81.6,,,,,,,,,,,,,,,,,,,4825,85.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5673,84.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6206,"6206 Pune District Education  Association's College of Engineering, Pune (Un-Aided)",620624610,Information Technology,Pune,Un-Aided,7076,83.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7479,83.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7430,83.08,,,,,,,,,,,,,,,,,,,7153,83.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6206,"6206 Pune District Education  Association's College of Engineering, Pune (Un-Aided)",620637210,Electronics and Telecommunication Engg,Pune,Un-Aided,11994,79.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11940,79.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6206,"6206 Pune District Education  Association's College of Engineering, Pune (Un-Aided)",620661210,Mechanical Engineering,Pune,Un-Aided,41631,60.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41751,60.06,41677,60.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42164,58.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
